Unnamed: 0,Price,Address,Surface,chambres,toilettes,Surface_per_room,Year_of_Construction,State
795,1050000,Branes 2,107,3,2,35.66666667,moins de 5 ans,normal
796,350000,Tanja Balia,53,2,1,26.5,plus de 5 ans,simple
797,1600000,Achakar,169,3,2,56.33333333,construction neuve,Luxe
798,480000,El Mers 1,100,2,1,50,plus de 5 ans,simple
799,220000,El Mers 1,55,2,1,27.5,plus de 5 ans,simple
800,450000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
801,750000,Jirrari,80,2,1,40,moins de 5 ans,normal
802,450000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
803,390000,Achakar,60,2,1,30,plus de 5 ans,simple
804,1900000,Jirrari,100,2,1,50,construction neuve,Luxe
805,1170000,Castilla,65,2,1,32.5,moins de 5 ans,normal
806,750000,Drissia,100,2,1,50,moins de 5 ans,normal
807,2400000,Iberie,175,3,2,58.33333333,construction neuve,Luxe
808,430000,Moujahidine,100,2,1,50,plus de 5 ans,simple
809,4000000,Mesnana,110,3,2,36.66666667,construction neuve,Luxe
812,480000,Mesnana,50,2,1,25,plus de 5 ans,simple
813,280000,Tanja Balia,50,2,1,25,plus de 5 ans,simple
814,780000,Tanja Balia,78,2,1,39,moins de 5 ans,normal
815,450000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
817,280000,Achakar,56,2,1,28,plus de 5 ans,simple
818,310000,Moujahidine,52,2,1,26,plus de 5 ans,simple
820,770000,Benkirane,160,3,2,53.33333333,moins de 5 ans,normal
821,370000,Achakar,53,2,1,26.5,plus de 5 ans,simple
822,2600000,Ahlane,120,3,2,40,construction neuve,Luxe
823,930000,Val Fleuri,200,3,2,66.66666667,moins de 5 ans,normal
824,950000,Castilla,150,3,2,50,moins de 5 ans,normal
825,800000,Mghogha,55,2,1,27.5,moins de 5 ans,normal
826,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
827,3800000,Val Fleuri,300,4,2,75,construction neuve,Luxe
828,350000,Mesnana,52,2,1,26,plus de 5 ans,simple
829,900000,Souani,60,2,1,30,moins de 5 ans,normal
830,1720000,Malabata,118,3,2,39.33333333,construction neuve,Luxe
831,1090000,Tanja Balia,300,4,2,75,moins de 5 ans,normal
832,1500000,Tanja Balia,70,2,1,35,construction neuve,Luxe
833,660000,Branes 2,70,2,1,35,moins de 5 ans,normal
834,1225000,Mesnana,164,3,2,54.66666667,moins de 5 ans,normal
835,2350000,Mesnana,112,3,2,37.33333333,construction neuve,Luxe
836,3100000,Ahlane,116,3,2,38.66666667,construction neuve,Luxe
837,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
838,950000,Mesnana,100,2,1,50,moins de 5 ans,normal
839,1000000,Tanja Balia,80,2,1,40,moins de 5 ans,normal
840,710000,Mesnana,200,3,2,66.66666667,moins de 5 ans,normal
841,1980000,Malabata,250,3,2,83.33333333,construction neuve,Luxe
842,1150000,Malabata,250,3,2,83.33333333,moins de 5 ans,normal
843,450000,Tanja Balia,55,2,1,27.5,plus de 5 ans,simple
844,800000,Mesnana,55,2,1,27.5,moins de 5 ans,normal
845,820000,Malabata,200,3,2,66.66666667,moins de 5 ans,normal
846,450000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
847,750000,Benkirane,100,2,1,50,moins de 5 ans,normal
848,1600000,Moulay Youssef,150,3,2,50,construction neuve,Luxe
849,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
850,755000,Castilla,100,2,1,50,moins de 5 ans,normal
851,750000,Tanja Balia,76,2,1,38,moins de 5 ans,normal
852,450000,Mghogha,72,2,1,36,plus de 5 ans,simple
853,900000,Mesnana,150,3,2,50,moins de 5 ans,normal
854,2160000,Tanja Balia,180,3,2,60,construction neuve,Luxe
855,2950000,Iberie,250,3,2,83.33333333,construction neuve,Luxe
856,2800000,Branes 2,130,3,2,43.33333333,construction neuve,Luxe
857,1280000,Malabata,100,2,1,50,moins de 5 ans,normal
858,820000,Mesnana,86,2,1,43,moins de 5 ans,normal
859,300000,Tanja Balia,55,2,1,27.5,plus de 5 ans,simple
860,500000,Moujahidine,150,3,2,50,plus de 5 ans,simple
861,450000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
862,2350000,Iberie,147,3,2,49,construction neuve,Luxe
863,1500000,Achakar,165,3,2,55,construction neuve,Luxe
864,400000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
865,600000,Tanja Balia,120,3,2,40,moins de 5 ans,normal
866,780000,Mghogha,120,3,2,40,moins de 5 ans,normal
867,360000,Ahlane,52,2,1,26,plus de 5 ans,simple
868,885000,Souani,122,3,2,40.66666667,moins de 5 ans,normal
869,830000,Malabata,200,3,2,66.66666667,moins de 5 ans,normal
870,3400000,Branes 1,132,3,2,44,construction neuve,Luxe
871,370000,Tanja Balia,100,2,1,50,plus de 5 ans,simple
872,980000,Mesnana,200,3,2,66.66666667,moins de 5 ans,normal
873,450000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
875,900000,Moulay Youssef,150,3,2,50,moins de 5 ans,normal
876,1450000,Malabata,105,3,2,35,moins de 5 ans,normal
877,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
879,260000,El Mers 2,60,2,1,30,plus de 5 ans,simple
880,280000,El Mers 1,60,2,1,30,plus de 5 ans,simple
881,450000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
882,550000,Ahlane,120,3,2,40,plus de 5 ans,simple
883,700000,Val Fleuri,150,3,2,50,moins de 5 ans,normal
884,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
885,950000,Branes 2,90,2,1,45,moins de 5 ans,normal
886,700000,Tanja Balia,105,3,2,35,moins de 5 ans,normal
887,870000,Branes 2,112,3,2,37.33333333,moins de 5 ans,normal
888,950000,Mesnana,200,3,2,66.66666667,moins de 5 ans,normal
889,1400000,Achakar,200,3,2,66.66666667,moins de 5 ans,normal
890,750000,Moulay Youssef,120,3,2,40,moins de 5 ans,normal
891,650000,Ahlane,100,2,1,50,moins de 5 ans,normal
892,2900000,Mesnana,100,2,1,50,construction neuve,Luxe
893,1290000,Branes 2,200,3,2,66.66666667,moins de 5 ans,normal
894,3780000,Iberie,300,4,2,75,construction neuve,Luxe
895,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
896,3000000,Branes 1,134,3,2,44.66666667,construction neuve,Luxe
898,470000,Mesnana,100,2,1,50,plus de 5 ans,simple
899,580000,Mesnana,58,2,1,29,moins de 5 ans,normal
900,950000,Castilla,150,3,2,50,moins de 5 ans,normal
901,450000,Moujahidine,100,2,1,50,plus de 5 ans,simple
902,490000,Mesnana,150,3,2,50,plus de 5 ans,simple
903,550000,Tanja Balia,70,2,1,35,plus de 5 ans,simple
904,2000000,Tanja Balia,110,3,2,36.66666667,construction neuve,Luxe
905,750000,Ben Dibane,60,2,1,30,moins de 5 ans,normal
906,470000,Mesnana,150,3,2,50,plus de 5 ans,simple
907,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
908,300000,Mesnana,52,2,1,26,plus de 5 ans,simple
909,450000,Tanja Balia,56,2,1,28,plus de 5 ans,simple
910,960000,Val Fleuri,98,2,1,49,moins de 5 ans,normal
911,400000,Moujahidine,58,2,1,29,plus de 5 ans,simple
913,650000,Ahlane,90,2,1,45,moins de 5 ans,normal
914,450000,Tanja Balia,56,2,1,28,plus de 5 ans,simple
915,950000,Casabarata,52,2,1,26,moins de 5 ans,normal
916,1600000,Souani,82,2,1,41,construction neuve,Luxe
917,560000,Ahlane,100,2,1,50,plus de 5 ans,simple
918,300000,Mesnana,52,2,1,26,plus de 5 ans,simple
919,450000,Tanja Balia,58,2,1,29,plus de 5 ans,simple
920,550000,Mghogha,100,2,1,50,plus de 5 ans,simple
921,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
923,350000,Tanja Balia,50,2,1,25,plus de 5 ans,simple
924,430000,Tanja Balia,150,3,2,50,plus de 5 ans,simple
925,1447000,Val Fleuri,250,3,2,83.33333333,moins de 5 ans,normal
926,350000,Mghogha,50,2,1,25,plus de 5 ans,simple
927,450000,Tanja Balia,58,2,1,29,plus de 5 ans,simple
929,450000,Tanja Balia,59,2,1,29.5,plus de 5 ans,simple
930,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
931,334000,Achakar,60,2,1,30,plus de 5 ans,simple
932,690000,Val Fleuri,200,3,2,66.66666667,moins de 5 ans,normal
933,450000,Tanja Balia,58,2,1,29,plus de 5 ans,simple
934,340000,Achakar,51,2,1,25.5,plus de 5 ans,simple
936,3800000,Castilla,50,2,1,25,construction neuve,Luxe
937,450000,Tanja Balia,58,2,1,29,plus de 5 ans,simple
938,300000,Mesnana,54,2,1,27,plus de 5 ans,simple
939,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
940,3500000,Achakar,250,3,2,83.33333333,construction neuve,Luxe
941,300000,Mesnana,54,2,1,27,plus de 5 ans,simple
942,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
943,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
944,2850000,Iberie,300,4,2,75,construction neuve,Luxe
945,300000,Mesnana,54,2,1,27,plus de 5 ans,simple
946,860000,Mesnana,62,2,1,31,moins de 5 ans,normal
947,300000,Mesnana,52,2,1,26,plus de 5 ans,simple
949,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
951,1500000,Moulay Youssef,300,4,2,75,construction neuve,Luxe
952,2300000,Mesnana,104,3,2,34.66666667,construction neuve,Luxe
953,300000,Mesnana,52,2,1,26,plus de 5 ans,simple
954,1200000,Mghogha,108,3,2,36,moins de 5 ans,normal
955,300000,Mesnana,52,2,1,26,plus de 5 ans,simple
956,300000,Mesnana,52,2,1,26,plus de 5 ans,simple
957,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
958,690000,Jirrari,75,2,1,37.5,moins de 5 ans,normal
959,350000,Achakar,55,2,1,27.5,plus de 5 ans,simple
960,630000,Moujahidine,78,2,1,39,moins de 5 ans,normal
961,799000,Mghogha,100,2,1,50,moins de 5 ans,normal
962,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
963,210000,Mghogha,50,2,1,25,plus de 5 ans,simple
964,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
965,300000,Mesnana,52,2,1,26,plus de 5 ans,simple
966,760000,Mesnana,100,2,1,50,moins de 5 ans,normal
967,300000,Mesnana,52,2,1,26,plus de 5 ans,simple
968,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
970,300000,Mesnana,52,2,1,26,plus de 5 ans,simple
971,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
972,860000,Mesnana,62,2,1,31,moins de 5 ans,normal
973,310000,Mesnana,52,2,1,26,plus de 5 ans,simple
974,310000,Mesnana,52,2,1,26,plus de 5 ans,simple
975,470000,Achakar,53,2,1,26.5,plus de 5 ans,simple
976,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
978,980000,Val Fleuri,100,2,1,50,moins de 5 ans,normal
979,350000,Achakar,52,2,1,26,plus de 5 ans,simple
980,2200000,Malabata,120,3,2,40,construction neuve,Luxe
981,750000,Moujahidine,150,3,2,50,moins de 5 ans,normal
982,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
983,300000,Mesnana,52,2,1,26,plus de 5 ans,simple
984,800000,Val Fleuri,80,2,1,40,moins de 5 ans,normal
985,800000,Marchane,75,2,1,37.5,moins de 5 ans,normal
986,800000,Val Fleuri,200,3,2,66.66666667,moins de 5 ans,normal
987,555000,Mesnana,150,3,2,50,plus de 5 ans,simple
988,440000,Tanja Balia,100,2,1,50,plus de 5 ans,simple
989,340000,El Mers 1,50,2,1,25,plus de 5 ans,simple
990,310000,Mesnana,52,2,1,26,plus de 5 ans,simple
991,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
992,310000,Mesnana,52,2,1,26,plus de 5 ans,simple
993,250000,Achakar,60,2,1,30,plus de 5 ans,simple
994,420000,Val Fleuri,100,2,1,50,plus de 5 ans,simple
995,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
996,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
997,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
998,310000,Mesnana,52,2,1,26,plus de 5 ans,simple
999,480000,Moujahidine,150,3,2,50,plus de 5 ans,simple
1000,680000,Ahlane,200,3,2,66.66666667,moins de 5 ans,normal
1001,310000,Mesnana,52,2,1,26,plus de 5 ans,simple
1002,650000,Mghogha,150,3,2,50,moins de 5 ans,normal
1003,850000,Souani,110,3,2,36.66666667,moins de 5 ans,normal
1004,1900000,Branes 1,200,3,2,66.66666667,construction neuve,Luxe
1005,310000,Mesnana,52,2,1,26,plus de 5 ans,simple
1006,310000,Mesnana,52,2,1,26,plus de 5 ans,simple
1008,990000,Malabata,200,3,2,66.66666667,moins de 5 ans,normal
1011,2200000,Jirrari,120,3,2,40,construction neuve,Luxe
1012,660000,Tanja Balia,66,2,1,33,moins de 5 ans,normal
1013,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
1014,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
1015,660000,Tanja Balia,66,2,1,33,moins de 5 ans,normal
1016,320000,Mesnana,52,2,1,26,plus de 5 ans,simple
1017,550000,Ahlane,57,2,1,28.5,plus de 5 ans,simple
1018,495000,Ahlane,100,2,1,50,plus de 5 ans,simple
1019,700000,Mesnana,89,2,1,44.5,moins de 5 ans,normal
1020,2500000,Ahlane,130,3,2,43.33333333,construction neuve,Luxe
1021,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
1022,320000,Mesnana,52,2,1,26,plus de 5 ans,simple
1023,2900000,Mghogha,62,2,1,31,construction neuve,Luxe
1025,590000,Achakar,100,2,1,50,moins de 5 ans,normal
1026,320000,Mesnana,52,2,1,26,plus de 5 ans,simple
1027,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
1028,450000,Casabarata,76,2,1,38,plus de 5 ans,simple
1030,960000,Tanja Balia,96,2,1,48,moins de 5 ans,normal
1031,660000,Tanja Balia,66,2,1,33,moins de 5 ans,normal
1033,1050000,Branes 2,108,3,2,36,moins de 5 ans,normal
1035,310000,Mesnana,52,2,1,26,plus de 5 ans,simple
1036,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
1037,1280000,Branes 1,150,3,2,50,moins de 5 ans,normal
1038,3500000,Achakar,53,2,1,26.5,construction neuve,Luxe
1039,300000,Mghogha,57,2,1,28.5,plus de 5 ans,simple
1040,320000,Mesnana,52,2,1,26,plus de 5 ans,simple
1041,200000,Achakar,50,2,1,25,plus de 5 ans,simple
1043,360000,Tanja Balia,55,2,1,27.5,plus de 5 ans,simple
1044,280000,M'Nar,57,2,1,28.5,plus de 5 ans,simple
1045,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
1046,310000,Tanja Balia,70,2,1,35,plus de 5 ans,simple
1047,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
1048,1300000,Branes 2,200,3,2,66.66666667,moins de 5 ans,normal
1049,480000,Tanja Balia,56,2,1,28,plus de 5 ans,simple
1050,320000,Mesnana,52,2,1,26,plus de 5 ans,simple
1051,570000,Val Fleuri,100,2,1,50,plus de 5 ans,simple
1053,550000,Mesnana,64,2,1,32,plus de 5 ans,simple
1054,580000,Mesnana,100,2,1,50,moins de 5 ans,normal
1057,320000,Mesnana,52,2,1,26,plus de 5 ans,simple
1058,320000,Mesnana,52,2,1,26,plus de 5 ans,simple
1060,1450000,Ahlane,200,3,2,66.66666667,moins de 5 ans,normal
1061,850000,El Mers 2,77,2,1,38.5,moins de 5 ans,normal
1062,680000,Tanja Balia,68,2,1,34,moins de 5 ans,normal
1063,560000,Mesnana,64,2,1,32,plus de 5 ans,simple
1065,2300000,Iberie,131,3,2,43.66666667,construction neuve,Luxe
1066,600000,Ahlane,70,2,1,35,moins de 5 ans,normal
1068,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
1070,320000,Mesnana,52,2,1,26,plus de 5 ans,simple
1071,870000,Mesnana,86,2,1,43,moins de 5 ans,normal
1072,320000,Mesnana,52,2,1,26,plus de 5 ans,simple
1073,340000,Mesnana,51,2,1,25.5,plus de 5 ans,simple
1074,560000,Mesnana,64,2,1,32,plus de 5 ans,simple
1075,680000,Tanja Balia,68,2,1,34,moins de 5 ans,normal
1076,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
1077,320000,Mesnana,52,2,1,26,plus de 5 ans,simple
1078,2300000,Mesnana,130,3,2,43.33333333,construction neuve,Luxe
1079,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
1080,550000,Tanja Balia,100,2,1,50,plus de 5 ans,simple
1081,1550000,Mesnana,130,3,2,43.33333333,construction neuve,Luxe
1083,320000,Mesnana,52,2,1,26,plus de 5 ans,simple
1084,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
1085,800000,Mesnana,55,2,1,27.5,moins de 5 ans,normal
1086,850000,Casabarata,50,2,1,25,moins de 5 ans,normal
1087,300000,Achakar,50,2,1,25,plus de 5 ans,simple
1088,1570000,Malabata,87,2,1,43.5,construction neuve,Luxe
1089,320000,Mesnana,52,2,1,26,plus de 5 ans,simple
1090,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
1091,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
1093,1450000,Val Fleuri,117,3,2,39,moins de 5 ans,normal
1095,680000,Tanja Balia,68,2,1,34,moins de 5 ans,normal
1096,560000,Mesnana,64,2,1,32,plus de 5 ans,simple
1097,700000,Mesnana,50,2,1,25,moins de 5 ans,normal
1098,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
1100,350000,Mesnana,52,2,1,26,plus de 5 ans,simple
1101,1500000,Malabata,110,3,2,36.66666667,construction neuve,Luxe
1102,310000,Moujahidine,57,2,1,28.5,plus de 5 ans,simple
1103,3200000,Tanja Balia,300,4,2,75,construction neuve,Luxe
1104,1400000,Mesnana,130,3,2,43.33333333,moins de 5 ans,normal
1105,850000,Moujahidine,130,3,2,43.33333333,moins de 5 ans,normal
1106,1700000,Casabarata,100,2,1,50,construction neuve,Luxe
1107,250000,El Mers 2,70,2,1,35,plus de 5 ans,simple
1108,600000,Mghogha,57,2,1,28.5,moins de 5 ans,normal
1109,350000,Mesnana,52,2,1,26,plus de 5 ans,simple
1110,680000,Tanja Balia,68,2,1,34,moins de 5 ans,normal
1111,560000,Mesnana,64,2,1,32,plus de 5 ans,simple
1113,1100000,Val Fleuri,120,3,2,40,moins de 5 ans,normal
1114,650000,Tanja Balia,81,2,1,40.5,moins de 5 ans,normal
1115,450000,Mesnana,150,3,2,50,plus de 5 ans,simple
1116,1200000,Malabata,76,2,1,38,moins de 5 ans,normal
1118,700000,Tanja Balia,57,2,1,28.5,moins de 5 ans,normal
1119,600000,Ahlane,80,2,1,40,moins de 5 ans,normal
1120,1380000,Tanja Balia,131,3,2,43.66666667,moins de 5 ans,normal
1122,850000,Moujahidine,130,3,2,43.33333333,moins de 5 ans,normal
1123,440000,Mesnana,100,2,1,50,plus de 5 ans,simple
1124,560000,Mesnana,64,2,1,32,plus de 5 ans,simple
1126,350000,Mesnana,52,2,1,26,plus de 5 ans,simple
1127,680000,Tanja Balia,68,2,1,34,moins de 5 ans,normal
1128,220000,Mghogha,60,2,1,30,plus de 5 ans,simple
1130,750000,Mesnana,88,2,1,44,moins de 5 ans,normal
1131,1300000,Ahlane,200,3,2,66.66666667,moins de 5 ans,normal
1132,2300000,Malabata,200,3,2,66.66666667,construction neuve,Luxe
1133,500000,Mghogha,55,2,1,27.5,plus de 5 ans,simple
1135,720000,Ahlane,200,3,2,66.66666667,moins de 5 ans,normal
1136,420000,Moujahidine,100,2,1,50,plus de 5 ans,simple
1137,680000,Tanja Balia,68,2,1,34,moins de 5 ans,normal
1138,350000,Mesnana,52,2,1,26,plus de 5 ans,simple
1140,900000,Souani,300,4,2,75,moins de 5 ans,normal
1141,310000,Achakar,65,2,1,32.5,plus de 5 ans,simple
1142,900000,Moujahidine,150,3,2,50,moins de 5 ans,normal
1143,1530000,Val Fleuri,180,3,2,60,construction neuve,Luxe
1144,2400000,Jirrari,100,2,1,50,construction neuve,Luxe
1146,680000,Tanja Balia,68,2,1,34,moins de 5 ans,normal
1147,730000,Moujahidine,78,2,1,39,moins de 5 ans,normal
1149,2000000,M'Nar,100,2,1,50,construction neuve,Luxe
1150,1750000,Ahlane,106,3,2,35.33333333,construction neuve,Luxe
1151,460000,Tanja Balia,65,2,1,32.5,plus de 5 ans,simple
1152,1750000,Tanja Balia,77,2,1,38.5,construction neuve,Luxe
1153,840000,Casabarata,125,3,2,41.66666667,moins de 5 ans,normal
1154,310000,Moujahidine,57,2,1,28.5,plus de 5 ans,simple
1155,900000,Moujahidine,120,3,2,40,moins de 5 ans,normal
1156,430000,Tanja Balia,55,2,1,27.5,plus de 5 ans,simple
1157,680000,Tanja Balia,68,2,1,34,moins de 5 ans,normal
1158,680000,Tanja Balia,68,2,1,34,moins de 5 ans,normal
1159,680000,Mesnana,120,3,2,40,moins de 5 ans,normal
1160,380000,Mghogha,65,2,1,32.5,plus de 5 ans,simple
1161,580000,Mesnana,120,3,2,40,moins de 5 ans,normal
1162,360000,Mesnana,100,2,1,50,plus de 5 ans,simple
1164,850000,Ahlane,94,2,1,47,moins de 5 ans,normal
1165,750000,Benkirane,153,3,2,51,moins de 5 ans,normal
1167,680000,Tanja Balia,81,2,1,40.5,moins de 5 ans,normal
1168,570000,Ahlane,70,2,1,35,plus de 5 ans,simple
1169,390000,Achakar,100,2,1,50,plus de 5 ans,simple
1170,1650000,Malabata,200,3,2,66.66666667,construction neuve,Luxe
1172,350000,Mesnana,52,2,1,26,plus de 5 ans,simple
1173,460000,Tanja Balia,65,2,1,32.5,plus de 5 ans,simple
1174,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1175,620000,Mesnana,60,2,1,30,moins de 5 ans,normal
1176,650000,Moujahidine,150,3,2,50,moins de 5 ans,normal
1177,820000,Iberie,69,2,1,34.5,moins de 5 ans,normal
1179,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1180,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1181,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1182,1300000,Ahlane,77,2,1,38.5,moins de 5 ans,normal
1184,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1185,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1186,340000,Mesnana,55,2,1,27.5,plus de 5 ans,simple
1187,250000,Achakar,55,2,1,27.5,plus de 5 ans,simple
1188,560000,Mesnana,64,2,1,32,plus de 5 ans,simple
1189,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1190,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1191,570000,Tanja Balia,68,2,1,34,plus de 5 ans,simple
1192,350000,Mesnana,52,2,1,26,plus de 5 ans,simple
1193,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1194,570000,Tanja Balia,73,2,1,36.5,plus de 5 ans,simple
1195,700000,Ahlane,85,2,1,42.5,moins de 5 ans,normal
1197,800000,Branes 2,100,2,1,50,moins de 5 ans,normal
1198,750000,Jirrari,72,2,1,36,moins de 5 ans,normal
1200,430000,Tanja Balia,59,2,1,29.5,plus de 5 ans,simple
1201,2950000,Ahlane,116,3,2,38.66666667,construction neuve,Luxe
1202,1200000,Moujahidine,98,2,1,49,moins de 5 ans,normal
1204,500000,Mghogha,51,2,1,25.5,plus de 5 ans,simple
1205,690000,Val Fleuri,100,2,1,50,moins de 5 ans,normal
1206,1850000,Moulay Youssef,170,3,2,56.66666667,construction neuve,Luxe
1207,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1208,790000,Branes 2,100,2,1,50,moins de 5 ans,normal
1209,290000,Tanja Balia,50,2,1,25,plus de 5 ans,simple
1210,310000,Moujahidine,55,2,1,27.5,plus de 5 ans,simple
1211,300000,Tanja Balia,57,2,1,28.5,plus de 5 ans,simple
1212,900000,Mesnana,150,3,2,50,moins de 5 ans,normal
1214,490000,Mghogha,150,3,2,50,plus de 5 ans,simple
1215,200000,Ben Dibane,50,2,1,25,plus de 5 ans,simple
1216,680000,Ahlane,250,3,2,83.33333333,moins de 5 ans,normal
1217,650000,Val Fleuri,199,3,2,66.33333333,moins de 5 ans,normal
1218,1080000,Achakar,90,2,1,45,moins de 5 ans,normal
1219,1500000,Branes 1,200,3,2,66.66666667,construction neuve,Luxe
1220,2850000,Malabata,136,3,2,45.33333333,construction neuve,Luxe
1221,310000,Moujahidine,55,2,1,27.5,plus de 5 ans,simple
1222,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1223,240000,Mghogha,56,2,1,28,plus de 5 ans,simple
1224,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1225,650000,Val Fleuri,100,2,1,50,moins de 5 ans,normal
1226,270000,Achakar,50,2,1,25,plus de 5 ans,simple
1227,480000,Val Fleuri,53,2,1,26.5,plus de 5 ans,simple
1228,1300000,Malabata,67,2,1,33.5,moins de 5 ans,normal
1229,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1230,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1231,1300000,Malabata,65,2,1,32.5,moins de 5 ans,normal
1232,900000,Iberie,120,3,2,40,moins de 5 ans,normal
1233,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1234,350000,Mesnana,52,2,1,26,plus de 5 ans,simple
1235,570000,Tanja Balia,73,2,1,36.5,plus de 5 ans,simple
1236,800000,Ahlane,75,2,1,37.5,moins de 5 ans,normal
1237,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1239,310000,Moujahidine,57,2,1,28.5,plus de 5 ans,simple
1240,300000,Tanja Balia,57,2,1,28.5,plus de 5 ans,simple
1241,830000,Souani,122,3,2,40.66666667,moins de 5 ans,normal
1242,2700000,Moujahidine,104,3,2,34.66666667,construction neuve,Luxe
1243,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1244,570000,Tanja Balia,68,2,1,34,plus de 5 ans,simple
1245,350000,Mesnana,52,2,1,26,plus de 5 ans,simple
1246,340000,Achakar,54,2,1,27,plus de 5 ans,simple
1247,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1248,470000,Mesnana,60,2,1,30,plus de 5 ans,simple
1249,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1250,320000,Achakar,66,2,1,33,plus de 5 ans,simple
1251,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1252,440000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1253,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1256,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1257,750000,Tanja Balia,73,2,1,36.5,moins de 5 ans,normal
1258,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1259,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1260,820000,Ahlane,150,3,2,50,moins de 5 ans,normal
1261,275000,Mghogha,56,2,1,28,plus de 5 ans,simple
1262,350000,Mesnana,54,2,1,27,plus de 5 ans,simple
1263,570000,Tanja Balia,68,2,1,34,plus de 5 ans,simple
1264,350000,Mesnana,52,2,1,26,plus de 5 ans,simple
1265,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1266,850000,Drissia,82,2,1,41,moins de 5 ans,normal
1267,430000,Tanja Balia,59,2,1,29.5,plus de 5 ans,simple
