Unnamed: 0,Price,Address,Surface,chambres,toilettes,Surface_per_room,Year_of_Construction,State
1268,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1269,1267500,Mesnana,115,3,2,38.33333333,moins de 5 ans,normal
1270,1270000,Mesnana,115,3,2,38.33333333,moins de 5 ans,normal
1271,880000,Ben Dibane,127,3,2,42.33333333,moins de 5 ans,normal
1274,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1275,560000,Mesnana,63,2,1,31.5,plus de 5 ans,simple
1276,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1277,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1278,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1281,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1282,1700000,Tanja Balia,98,2,1,49,construction neuve,Luxe
1283,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1284,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1286,430000,Tanja Balia,59,2,1,29.5,plus de 5 ans,simple
1287,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1288,450000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1289,600000,Benkirane,75,2,1,37.5,moins de 5 ans,normal
1290,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1291,570000,Tanja Balia,68,2,1,34,plus de 5 ans,simple
1292,2300000,Malabata,250,3,2,83.33333333,construction neuve,Luxe
1293,850000,Achakar,300,4,2,75,moins de 5 ans,normal
1294,200000,Mghogha,50,2,1,25,plus de 5 ans,simple
1295,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1296,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1297,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1298,800000,Benkirane,100,2,1,50,moins de 5 ans,normal
1299,300000,Tanja Balia,57,2,1,28.5,plus de 5 ans,simple
1300,350000,Mesnana,53,2,1,26.5,plus de 5 ans,simple
1301,560000,Mesnana,64,2,1,32,plus de 5 ans,simple
1302,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1303,680000,Tanja Balia,81,2,1,40.5,moins de 5 ans,normal
1305,570000,Tanja Balia,68,2,1,34,plus de 5 ans,simple
1306,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1307,543100,Mghogha,58,2,1,29,plus de 5 ans,simple
1308,260000,Mghogha,50,2,1,25,plus de 5 ans,simple
1309,800000,Benkirane,100,2,1,50,moins de 5 ans,normal
1310,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1311,2800000,Ahlane,111,3,2,37,construction neuve,Luxe
1313,850000,Moulay Youssef,85,2,1,42.5,moins de 5 ans,normal
1314,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1315,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1316,480000,Mesnana,150,3,2,50,plus de 5 ans,simple
1318,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1319,903000,Moujahidine,200,3,2,66.66666667,moins de 5 ans,normal
1320,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1322,320000,Achakar,66,2,1,33,plus de 5 ans,simple
1324,530000,Moujahidine,100,2,1,50,plus de 5 ans,simple
1325,450000,Achakar,100,2,1,50,plus de 5 ans,simple
1326,570000,Tanja Balia,73,2,1,36.5,plus de 5 ans,simple
1327,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1328,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1329,580000,Ben Dibane,100,2,1,50,moins de 5 ans,normal
1330,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1332,850000,Tanja Balia,108,3,2,36,moins de 5 ans,normal
1333,640000,Tanja Balia,150,3,2,50,moins de 5 ans,normal
1334,300000,Mghogha,52,2,1,26,plus de 5 ans,simple
1335,400000,Mghogha,100,2,1,50,plus de 5 ans,simple
1336,700000,Mesnana,100,2,1,50,moins de 5 ans,normal
1338,1600000,Branes 1,200,3,2,66.66666667,construction neuve,Luxe
1340,570000,Tanja Balia,73,2,1,36.5,plus de 5 ans,simple
1341,430000,Tanja Balia,59,2,1,29.5,plus de 5 ans,simple
1343,430000,Tanja Balia,59,2,1,29.5,plus de 5 ans,simple
1344,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1345,2440000,Branes 1,197,3,2,65.66666667,construction neuve,Luxe
1346,570000,Tanja Balia,68,2,1,34,plus de 5 ans,simple
1347,690000,Tanja Balia,81,2,1,40.5,moins de 5 ans,normal
1348,600000,Tanja Balia,50,2,1,25,moins de 5 ans,normal
1349,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1350,690000,Tanja Balia,81,2,1,40.5,moins de 5 ans,normal
1351,570000,Tanja Balia,68,2,1,34,plus de 5 ans,simple
1352,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1353,2800000,Mesnana,110,3,2,36.66666667,construction neuve,Luxe
1354,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1355,570000,Tanja Balia,68,2,1,34,plus de 5 ans,simple
1356,280000,Jirrari,50,2,1,25,plus de 5 ans,simple
1357,1100000,Val Fleuri,83,2,1,41.5,moins de 5 ans,normal
1358,300000,Achakar,56,2,1,28,plus de 5 ans,simple
1360,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
1361,570000,Tanja Balia,68,2,1,34,plus de 5 ans,simple
1362,4000000,Moujahidine,51,2,1,25.5,construction neuve,Luxe
1363,600000,Ben Dibane,110,3,2,36.66666667,moins de 5 ans,normal
1364,750000,Mesnana,150,3,2,50,moins de 5 ans,normal
1365,1550000,Mesnana,90,2,1,45,construction neuve,Luxe
1366,990000,Moujahidine,102,3,2,34,moins de 5 ans,normal
1368,310000,Moujahidine,57,2,1,28.5,plus de 5 ans,simple
1369,550000,Mesnana,82,2,1,41,plus de 5 ans,simple
1371,290000,Achakar,55,2,1,27.5,plus de 5 ans,simple
1372,430000,Tanja Balia,59,2,1,29.5,plus de 5 ans,simple
1373,570000,Tanja Balia,68,2,1,34,plus de 5 ans,simple
1374,280000,Moujahidine,200,3,2,66.66666667,plus de 5 ans,simple
1376,850000,Moujahidine,150,3,2,50,moins de 5 ans,normal
1380,1400000,Ahlane,134,3,2,44.66666667,moins de 5 ans,normal
1382,490000,Mesnana,53,2,1,26.5,plus de 5 ans,simple
1383,470000,Ahlane,60,2,1,30,plus de 5 ans,simple
1384,830000,Souani,122,3,2,40.66666667,moins de 5 ans,normal
1385,1200000,Moujahidine,77,2,1,38.5,moins de 5 ans,normal
1386,750000,Mesnana,120,3,2,40,moins de 5 ans,normal
1387,850000,Mghogha,90,2,1,45,moins de 5 ans,normal
1388,250000,Mghogha,55,2,1,27.5,plus de 5 ans,simple
1389,570000,Tanja Balia,68,2,1,34,plus de 5 ans,simple
1390,1400000,Achakar,254,4,2,63.5,moins de 5 ans,normal
1391,580000,Ahlane,77,2,1,38.5,moins de 5 ans,normal
1392,800000,Mesnana,100,2,1,50,moins de 5 ans,normal
1393,1200000,Mesnana,150,3,2,50,moins de 5 ans,normal
1394,950000,Castilla,200,3,2,66.66666667,moins de 5 ans,normal
1395,950000,Ahlane,92,2,1,46,moins de 5 ans,normal
1397,950000,Mesnana,200,3,2,66.66666667,moins de 5 ans,normal
1400,450000,Mghogha,77,2,1,38.5,plus de 5 ans,simple
1401,3200000,Malabata,180,3,2,60,construction neuve,Luxe
1402,490000,Mesnana,53,2,1,26.5,plus de 5 ans,simple
1404,500000,Achakar,60,2,1,30,plus de 5 ans,simple
1405,680000,Mesnana,120,3,2,40,moins de 5 ans,normal
1406,850000,El Mers 2,60,2,1,30,moins de 5 ans,normal
1408,300000,Mesnana,100,2,1,50,plus de 5 ans,simple
1410,280000,Achakar,55,2,1,27.5,plus de 5 ans,simple
1411,650000,Mesnana,100,2,1,50,moins de 5 ans,normal
1412,420000,Val Fleuri,52,2,1,26,plus de 5 ans,simple
1413,670000,Ahlane,100,2,1,50,moins de 5 ans,normal
1415,850000,Val Fleuri,80,2,1,40,moins de 5 ans,normal
1417,665000,Tanja Balia,150,3,2,50,moins de 5 ans,normal
1418,680000,Mesnana,120,3,2,40,moins de 5 ans,normal
1419,440000,Moujahidine,57,2,1,28.5,plus de 5 ans,simple
1420,540000,Val Fleuri,60,2,1,30,plus de 5 ans,simple
1421,700000,Ahlane,200,3,2,66.66666667,moins de 5 ans,normal
1423,430000,Moujahidine,150,3,2,50,plus de 5 ans,simple
1424,650000,Mghogha,70,2,1,35,moins de 5 ans,normal
1425,1800000,Moulay Youssef,200,3,2,66.66666667,construction neuve,Luxe
1431,330000,Tanja Balia,50,2,1,25,plus de 5 ans,simple
1432,860000,Jirrari,150,3,2,50,moins de 5 ans,normal
1434,2400000,Iberie,170,3,2,56.66666667,construction neuve,Luxe
1435,350000,Moujahidine,56,2,1,28,plus de 5 ans,simple
1437,800000,Moujahidine,90,2,1,45,moins de 5 ans,normal
1439,2200000,Malabata,125,3,2,41.66666667,construction neuve,Luxe
1440,550000,Mesnana,150,3,2,50,plus de 5 ans,simple
1441,725000,Val Fleuri,200,3,2,66.66666667,moins de 5 ans,normal
1442,500000,Val Fleuri,52,2,1,26,plus de 5 ans,simple
1443,338000,Mesnana,100,2,1,50,plus de 5 ans,simple
1444,800000,Tanja Balia,95,2,1,47.5,moins de 5 ans,normal
1447,720000,Souani,130,3,2,43.33333333,moins de 5 ans,normal
1448,2150000,Iberie,200,3,2,66.66666667,construction neuve,Luxe
1449,570000,Val Fleuri,200,3,2,66.66666667,plus de 5 ans,simple
1453,450000,Moujahidine,60,2,1,30,plus de 5 ans,simple
1455,690000,Mesnana,82,2,1,41,moins de 5 ans,normal
1456,560000,Ahlane,85,2,1,42.5,plus de 5 ans,simple
1457,1800000,Marchane,130,3,2,43.33333333,construction neuve,Luxe
1458,300000,Tanja Balia,58,2,1,29,plus de 5 ans,simple
1459,900000,Val Fleuri,92,2,1,46,moins de 5 ans,normal
1463,350000,Mesnana,125,3,2,41.66666667,plus de 5 ans,simple
1464,850000,Mesnana,105,3,2,35,moins de 5 ans,normal
1465,250000,Mghogha,55,2,1,27.5,plus de 5 ans,simple
1467,590000,Mesnana,65,2,1,32.5,moins de 5 ans,normal
1468,1190000,Branes 2,200,3,2,66.66666667,moins de 5 ans,normal
1469,1750000,Malabata,120,3,2,40,construction neuve,Luxe
1470,480000,Mghogha,69,2,1,34.5,plus de 5 ans,simple
1471,460000,Tanja Balia,62,2,1,31,plus de 5 ans,simple
1472,1800000,Achakar,239,3,2,79.66666667,construction neuve,Luxe
1473,800000,Mesnana,120,3,2,40,moins de 5 ans,normal
1474,600000,Benkirane,100,2,1,50,moins de 5 ans,normal
1477,400000,Moujahidine,54,2,1,27,plus de 5 ans,simple
1478,2500000,Mesnana,80,2,1,40,construction neuve,Luxe
1479,900000,Ben Dibane,106,3,2,35.33333333,moins de 5 ans,normal
1480,660000,Jirrari,78,2,1,39,moins de 5 ans,normal
1484,1150000,Ahlane,133,3,2,44.33333333,moins de 5 ans,normal
1485,700000,Mesnana,60,2,1,30,moins de 5 ans,normal
1486,2700000,Branes 1,110,3,2,36.66666667,construction neuve,Luxe
1487,850000,Mesnana,55,2,1,27.5,moins de 5 ans,normal
1488,2290000,Iberie,132,3,2,44,construction neuve,Luxe
1489,570000,Branes 1,100,2,1,50,plus de 5 ans,simple
1490,1700000,Malabata,85,2,1,42.5,construction neuve,Luxe
1491,240000,Mghogha,53,2,1,26.5,plus de 5 ans,simple
1492,380000,Mesnana,60,2,1,30,plus de 5 ans,simple
1493,1080000,Iberie,108,3,2,36,moins de 5 ans,normal
1495,330000,Val Fleuri,55,2,1,27.5,plus de 5 ans,simple
1496,500000,Al Kasaba,115,3,2,38.33333333,plus de 5 ans,simple
1497,2000000,Malabata,146,3,2,48.66666667,construction neuve,Luxe
1500,660000,Souani,87,2,1,43.5,moins de 5 ans,normal
1501,1400000,Malabata,135,3,2,45,moins de 5 ans,normal
1504,700000,Mesnana,67,2,1,33.5,moins de 5 ans,normal
1505,1150000,Souani,200,3,2,66.66666667,moins de 5 ans,normal
1508,540000,Ahlane,85,2,1,42.5,plus de 5 ans,simple
1509,650000,Ahlane,73,2,1,36.5,moins de 5 ans,normal
1510,280000,Tanja Balia,58,2,1,29,plus de 5 ans,simple
1513,1380000,Malabata,100,2,1,50,moins de 5 ans,normal
1514,1565600,Malabata,87,2,1,43.5,construction neuve,Luxe
1515,2184300,Malabata,182,3,2,60.66666667,construction neuve,Luxe
1516,1207500,Mesnana,115,3,2,38.33333333,moins de 5 ans,normal
1517,1176000,Mesnana,112,3,2,37.33333333,moins de 5 ans,normal
1518,1239000,Mesnana,118,3,2,39.33333333,moins de 5 ans,normal
1519,1097000,Mesnana,110,3,2,36.66666667,moins de 5 ans,normal
1520,1107000,Mesnana,111,3,2,37,moins de 5 ans,normal
1521,2440000,Centre,121,3,2,40.33333333,construction neuve,Luxe
1522,1570000,Malabata,63,2,1,31.5,construction neuve,Luxe
1523,1380000,Malabata,100,2,1,50,moins de 5 ans,normal
1524,2980000,Centre,142,3,2,47.33333333,construction neuve,Luxe
1525,950000,Mesnana,80,2,1,40,moins de 5 ans,normal
1526,1680000,Malabata,84,2,1,42,construction neuve,Luxe
1527,2980000,Centre,142,3,2,47.33333333,construction neuve,Luxe
1528,1380000,Malabata,100,2,1,50,moins de 5 ans,normal
1529,1176000,Mesnana,112,3,2,37.33333333,moins de 5 ans,normal
1530,1207500,Mesnana,115,3,2,38.33333333,moins de 5 ans,normal
1531,1368000,Tanja Balia,114,3,2,38,moins de 5 ans,normal
1532,1728000,Tanja Balia,144,3,2,48,construction neuve,Luxe
1533,1656300,Malabata,124,3,2,41.33333333,construction neuve,Luxe
1534,2184300,Malabata,179,3,2,59.66666667,construction neuve,Luxe
1535,920000,Tanja Balia,80,2,1,40,moins de 5 ans,normal
1536,1680000,Tanja Balia,140,3,2,46.66666667,construction neuve,Luxe
1537,1300000,Centre,127,3,2,42.33333333,moins de 5 ans,normal
1538,270000,Branes 1,82,2,1,41,plus de 5 ans,simple
1539,900000,Ahlane,81,2,1,40.5,moins de 5 ans,normal
1540,1650000,Centre,52,2,1,26,construction neuve,Luxe
1541,2100000,Iberie,214,3,2,71.33333333,construction neuve,Luxe
1542,1650000,Tanja Balia,200,3,2,66.66666667,construction neuve,Luxe
1543,1680000,Tanja Balia,140,3,2,46.66666667,construction neuve,Luxe
1544,2500000,Iberie,159,3,2,53,construction neuve,Luxe
1545,1200000,Tanja Balia,100,2,1,50,moins de 5 ans,normal
1546,867350,Mesnana,83,2,1,41.5,moins de 5 ans,normal
1547,867350,Mesnana,83,2,1,41.5,moins de 5 ans,normal
1548,1239000,Mesnana,118,3,2,39.33333333,moins de 5 ans,normal
1549,1097000,Mesnana,110,3,2,36.66666667,moins de 5 ans,normal
1550,1107000,Mesnana,111,3,2,37,moins de 5 ans,normal
1551,1190000,Centre,99,2,1,49.5,moins de 5 ans,normal
1552,2970000,Centre,151,3,2,50.33333333,construction neuve,Luxe
1553,972000,Tanja Balia,81,2,1,40.5,moins de 5 ans,normal
1554,2385000,Centre,115,3,2,38.33333333,construction neuve,Luxe
1555,1768000,Malabata,91,2,1,45.5,construction neuve,Luxe
1556,1380000,Malabata,100,2,1,50,moins de 5 ans,normal
1557,996000,Tanja Balia,83,2,1,41.5,moins de 5 ans,normal
1558,804000,Tanja Balia,67,2,1,33.5,moins de 5 ans,normal
1559,1368000,Tanja Balia,114,3,2,38,moins de 5 ans,normal
1560,2300000,Centre,87,2,1,43.5,construction neuve,Luxe
1561,2380000,Iberie,120,3,2,40,construction neuve,Luxe
1562,3780000,Iberie,210,3,2,70,construction neuve,Luxe
1563,3456000,Iberie,192,3,2,64,construction neuve,Luxe
1564,1416000,Tanja Balia,118,3,2,39.33333333,moins de 5 ans,normal
1565,1650000,Malabata,88,2,1,44,construction neuve,Luxe
1566,1850000,Malabata,101,3,2,33.66666667,construction neuve,Luxe
1567,1612500,Branes 2,130,3,2,43.33333333,construction neuve,Luxe
1568,1725000,Branes 2,115,3,2,38.33333333,construction neuve,Luxe
1569,1450000,Centre,75,2,1,37.5,moins de 5 ans,normal
1570,1725000,Branes 2,115,3,2,38.33333333,construction neuve,Luxe
1571,540000,Centre,53,2,1,26.5,plus de 5 ans,simple
1572,4000000,Centre,184,3,2,61.33333333,construction neuve,Luxe
1573,1950000,Centre,182,3,2,60.66666667,construction neuve,Luxe
1574,1350000,Centre,92,2,1,46,moins de 5 ans,normal
1575,3840000,Iberie,185,3,2,61.66666667,construction neuve,Luxe
1576,2650000,Centre,198,3,2,66,construction neuve,Luxe
1577,672000,Tanja Balia,56,2,1,28,moins de 5 ans,normal
1578,3000000,Centre,145,3,2,48.33333333,construction neuve,Luxe
1579,1656000,Tanja Balia,138,3,2,46,construction neuve,Luxe
1580,1260000,Tanja Balia,105,3,2,35,moins de 5 ans,normal
1581,2177500,Malabata,91,2,1,45.5,construction neuve,Luxe
1582,1995500,Malabata,91,2,1,45.5,construction neuve,Luxe
1583,1631500,Malabata,91,2,1,45.5,construction neuve,Luxe
1584,1380000,Malabata,100,2,1,50,moins de 5 ans,normal
1585,1200000,Centre,100,2,1,50,moins de 5 ans,normal
1586,1732000,Malabata,89,2,1,44.5,construction neuve,Luxe
1587,1640000,Malabata,82,2,1,41,construction neuve,Luxe
1588,350000,Tanja Balia,50,2,1,25,plus de 5 ans,simple
1589,1020000,Tanja Balia,85,2,1,42.5,moins de 5 ans,normal
1590,1500000,Centre,93,2,1,46.5,construction neuve,Luxe
1591,1768000,Malabata,91,2,1,45.5,construction neuve,Luxe
1592,1950000,Iberie,117,3,2,39,construction neuve,Luxe
1593,1152000,Tanja Balia,96,2,1,48,moins de 5 ans,normal
1594,2970000,Centre,151,3,2,50.33333333,construction neuve,Luxe
1595,1609000,Malabata,87,2,1,43.5,construction neuve,Luxe
1596,1188000,Tanja Balia,99,2,1,49.5,moins de 5 ans,normal
1597,936000,Tanja Balia,78,2,1,39,moins de 5 ans,normal
1598,990000,Tanja Balia,90,2,1,45,moins de 5 ans,normal
1599,1677000,Malabata,91,2,1,45.5,construction neuve,Luxe
1600,430000,Moujahidine,50,2,1,25,plus de 5 ans,simple
1601,960000,Branes 1,96,2,1,48,moins de 5 ans,normal
1602,1083800,Malabata,65,2,1,32.5,moins de 5 ans,normal
1603,3250000,Iberie,150,3,2,50,construction neuve,Luxe
1604,3800000,Centre,132,3,2,44,construction neuve,Luxe
1605,1732000,Malabata,89,2,1,44.5,construction neuve,Luxe
1606,1152000,Malabata,72,2,1,36,moins de 5 ans,normal
1607,2500000,Centre,180,3,2,60,construction neuve,Luxe
1608,2700000,Iberie,139,3,2,46.33333333,construction neuve,Luxe
1609,3600000,Centre,165,3,2,55,construction neuve,Luxe
1610,2600000,Castilla,185,3,2,61.66666667,construction neuve,Luxe
1611,2440000,Centre,121,3,2,40.33333333,construction neuve,Luxe
1612,2385000,Centre,115,3,2,38.33333333,construction neuve,Luxe
1613,1380000,Malabata,100,2,1,50,moins de 5 ans,normal
1614,3000000,Centre,145,3,2,48.33333333,construction neuve,Luxe
1615,2350000,Malabata,120,3,2,40,construction neuve,Luxe
1616,3020000,Tanja Balia,151,3,2,50.33333333,construction neuve,Luxe
1617,936000,Malabata,72,2,1,36,moins de 5 ans,normal
1618,1850000,Centre,75,2,1,37.5,construction neuve,Luxe
1619,570000,Mesnana,65,2,1,32.5,plus de 5 ans,simple
1620,1070000,Centre,71,2,1,35.5,moins de 5 ans,normal
1621,1500000,Tanja Balia,125,3,2,41.66666667,construction neuve,Luxe
1622,750000,Ahlane,76,2,1,38,moins de 5 ans,normal
1623,900000,Malabata,75,2,1,37.5,moins de 5 ans,normal
1624,3200000,Iberie,141,3,2,47,construction neuve,Luxe
1625,1600000,Val Fleuri,122,3,2,40.66666667,construction neuve,Luxe
1626,913500,Moujahidine,87,2,1,43.5,moins de 5 ans,normal
1627,400000,Moujahidine,58,2,1,29,plus de 5 ans,simple
1628,1596000,Centre,152,3,2,50.66666667,construction neuve,Luxe
1629,1650000,Centre,151,3,2,50.33333333,construction neuve,Luxe
1630,890000,Achakar,115,3,2,38.33333333,moins de 5 ans,normal
1631,700000,Val Fleuri,79,2,1,39.5,moins de 5 ans,normal
1632,1150000,Bir Chifa,110,3,2,36.66666667,moins de 5 ans,normal
1633,3192000,Iberie,183,3,2,61,construction neuve,Luxe
1634,1030000,Moujahidine,86,2,1,43,moins de 5 ans,normal
1635,3100000,Iberie,135,3,2,45,construction neuve,Luxe
1637,4000000,Centre,138,3,2,46,construction neuve,Luxe
1638,1450000,Castilla,93,2,1,46.5,moins de 5 ans,normal
1639,820000,Mesnana,92,2,1,46,moins de 5 ans,normal
1640,1150000,Branes 2,110,3,2,36.66666667,moins de 5 ans,normal
1641,1200000,Castilla,120,3,2,40,moins de 5 ans,normal
1642,1250000,Ahlane,100,2,1,50,moins de 5 ans,normal
1643,2600000,Iberie,155,3,2,51.66666667,construction neuve,Luxe
1644,900000,Marchane,92,2,1,46,moins de 5 ans,normal
1645,1128000,M'Nar,94,2,1,47,moins de 5 ans,normal
1646,1150000,Castilla,140,3,2,46.66666667,moins de 5 ans,normal
1647,1450000,Iberie,97,2,1,48.5,moins de 5 ans,normal
1648,1700000,Iberie,130,3,2,43.33333333,construction neuve,Luxe
1649,1527000,Castilla,148,3,2,49.33333333,construction neuve,Luxe
1650,3300000,Iberie,192,3,2,64,construction neuve,Luxe
1651,1275000,Souani,102,3,2,34,moins de 5 ans,normal
1652,330000,Centre,50,2,1,25,plus de 5 ans,simple
1654,1272000,Malabata,106,3,2,35.33333333,moins de 5 ans,normal
1655,1300000,Centre,90,2,1,45,moins de 5 ans,normal
1656,1360000,Centre,139,3,2,46.33333333,moins de 5 ans,normal
1657,1488000,Malabata,124,3,2,41.33333333,construction neuve,Luxe
1658,1602000,Centre,91,2,1,45.5,construction neuve,Luxe
1659,1500000,Centre,65,2,1,32.5,construction neuve,Luxe
1660,2400000,Moujahidine,161,3,2,53.66666667,construction neuve,Luxe
1661,350000,Jirrari,56,2,1,28,plus de 5 ans,simple
1662,980000,Malabata,82,2,1,41,moins de 5 ans,normal
1663,400000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
1664,1000000,Port Tanger ville,60,2,1,30,moins de 5 ans,normal
1665,1200000,Iberie,93,2,1,46.5,moins de 5 ans,normal
1666,1500000,Val Fleuri,121,3,2,40.33333333,construction neuve,Luxe
1667,1650000,Malabata,87,2,1,43.5,construction neuve,Luxe
1668,400000,Tanja Balia,55,2,1,27.5,plus de 5 ans,simple
1669,1248000,Centre,104,3,2,34.66666667,moins de 5 ans,normal
1670,1350000,Centre,155,3,2,51.66666667,moins de 5 ans,normal
1671,996000,Malabata,83,2,1,41.5,moins de 5 ans,normal
1672,2700000,Centre,163,3,2,54.33333333,construction neuve,Luxe
1673,1580000,Centre,102,3,2,34,construction neuve,Luxe
1674,1760000,Malabata,106,3,2,35.33333333,construction neuve,Luxe
1675,900000,Ben Dibane,70,2,1,35,moins de 5 ans,normal
1676,3200000,Iberie,192,3,2,64,construction neuve,Luxe
1677,1462000,Iberie,86,2,1,43,construction neuve,Luxe
1678,1850000,Centre,100,2,1,50,construction neuve,Luxe
1679,2350000,Centre,151,3,2,50.33333333,construction neuve,Luxe
1680,2500000,Centre,172,3,2,57.33333333,construction neuve,Luxe
1681,920000,Centre,98,2,1,49,moins de 5 ans,normal
1682,450000,Branes 1,60,2,1,30,plus de 5 ans,simple
1683,850000,Centre,110,3,2,36.66666667,moins de 5 ans,normal
1685,1224000,Malabata,102,3,2,34,moins de 5 ans,normal
1686,680000,Mesnana,97,2,1,48.5,moins de 5 ans,normal
1688,850000,Msala,80,2,1,40,moins de 5 ans,normal
1689,1600000,Centre,97,2,1,48.5,construction neuve,Luxe
1690,2624000,Iberie,128,3,2,42.66666667,construction neuve,Luxe
1691,1891000,Iberie,122,3,2,40.66666667,construction neuve,Luxe
1692,3650000,Iberie,192,3,2,64,construction neuve,Luxe
1693,3650000,Iberie,220,3,2,73.33333333,construction neuve,Luxe
1694,972000,Centre,81,2,1,40.5,moins de 5 ans,normal
1695,660000,M'Nar,96,2,1,48,moins de 5 ans,normal
1697,996000,Malabata,83,2,1,41.5,moins de 5 ans,normal
1698,1380000,Malabata,115,3,2,38.33333333,moins de 5 ans,normal
1699,1480000,Centre,124,3,2,41.33333333,construction neuve,Luxe
1700,984000,Malabata,82,2,1,41,moins de 5 ans,normal
1701,1260000,Malabata,105,3,2,35,moins de 5 ans,normal
1703,430000,Centre,55,2,1,27.5,plus de 5 ans,simple
1704,1488000,Malabata,124,3,2,41.33333333,construction neuve,Luxe
1705,1150000,Centre,80,2,1,40,moins de 5 ans,normal
1706,2496000,Iberie,128,3,2,42.66666667,construction neuve,Luxe
1707,1750000,Msala,124,3,2,41.33333333,construction neuve,Luxe
1708,920000,Tanja Balia,102,3,2,34,moins de 5 ans,normal
1709,3600000,M'Nar,124,3,2,41.33333333,construction neuve,Luxe
1710,570000,Mesnana,62,2,1,31,plus de 5 ans,simple
1711,1590000,Centre,145,3,2,48.33333333,construction neuve,Luxe
1712,2496000,Iberie,128,3,2,42.66666667,construction neuve,Luxe
1713,1030000,Centre,85,2,1,42.5,moins de 5 ans,normal
1714,1430000,Castilla,144,3,2,48,moins de 5 ans,normal
1715,900000,Mghogha,114,3,2,38,moins de 5 ans,normal
1716,900000,Mesnana,94,2,1,47,moins de 5 ans,normal
1717,1513250,Castilla,162,3,2,54,construction neuve,Luxe
1718,1620000,Castilla,158,3,2,52.66666667,construction neuve,Luxe
1719,1760000,Castilla,182,3,2,60.66666667,construction neuve,Luxe
1720,960000,Tanja Balia,80,2,1,40,moins de 5 ans,normal
1721,1730000,Castilla,175,3,2,58.33333333,construction neuve,Luxe
1722,1295000,Castilla,155,3,2,51.66666667,moins de 5 ans,normal
1723,800000,Mesnana,80,2,1,40,moins de 5 ans,normal
1724,2640000,Ahlane,100,2,1,50,construction neuve,Luxe
1725,750000,M'Nar,62,2,1,31,moins de 5 ans,normal
1726,3050000,Marchane,194,3,2,64.66666667,construction neuve,Luxe
1728,1750000,Iberie,125,3,2,41.66666667,construction neuve,Luxe
1729,660000,Centre,57,2,1,28.5,moins de 5 ans,normal
1730,1700000,Achakar,146,3,2,48.66666667,construction neuve,Luxe
1731,1700000,Centre,104,3,2,34.66666667,construction neuve,Luxe
1733,1950000,Iberie,120,3,2,40,construction neuve,Luxe
1734,1310000,Marchane,131,3,2,43.66666667,moins de 5 ans,normal
1737,1125000,Tanja Balia,90,2,1,45,moins de 5 ans,normal
1738,1190000,Centre,106,3,2,35.33333333,moins de 5 ans,normal
1739,2290000,Centre,124,3,2,41.33333333,construction neuve,Luxe
1740,2600000,Jbel Kbir,129,3,2,43,construction neuve,Luxe
1742,1780000,Iberie,132,3,2,44,construction neuve,Luxe
1744,720000,Centre,80,2,1,40,moins de 5 ans,normal
1745,1490000,Tanja Balia,121,3,2,40.33333333,construction neuve,Luxe
1746,1188000,Malabata,99,2,1,49.5,moins de 5 ans,normal
1747,1248000,Malabata,104,3,2,34.66666667,moins de 5 ans,normal
1748,1020000,Malabata,85,2,1,42.5,moins de 5 ans,normal
1749,1488000,Centre,124,3,2,41.33333333,construction neuve,Luxe
1750,1500000,Branes 2,108,3,2,36,construction neuve,Luxe
1751,1610000,Malabata,140,3,2,46.66666667,construction neuve,Luxe
1752,1464000,Malabata,122,3,2,40.66666667,construction neuve,Luxe
1753,750000,M'Nar,62,2,1,31,moins de 5 ans,normal
1754,2040000,Centre,120,3,2,40,construction neuve,Luxe
1755,1600000,Centre,122,3,2,40.66666667,construction neuve,Luxe
