Type de bien,Price,Address,Surface,Nombre de chambres,Nombre de toilettes
Appartement,950000.0,Mesnana,200,3.0,2.0
Appartement,1400000.0,Achakar,200,3.0,2.0
Appartement,750000.0,Moulay Youssef,120,3.0,2.0
Appartement,650000.0,Ahlane,100,2.0,1.0
Appartement,2900000.0,Mesnana,100,2.0,1.0
Appartement,1290000.0,Branes 2,200,3.0,2.0
Appartement,750000.0,Tanja Balia,75,2.0,1.0
Appartement,3000000.0,Branes 1,134,3.0,2.0
Appartement,4100000.0,Jirrari,150,3.0,2.0
Appartement,470000.0,Mesnana,100,2.0,1.0
Appartement,580000.0,Mesnana,58,2.0,1.0
Appartement,950000.0,Castilla,150,3.0,2.0
Appartement,450000.0,Moujahidine,100,2.0,1.0
Appartement,490000.0,Mesnana,150,3.0,2.0
Appartement,550000.0,Tanja Balia,70,2.0,1.0
Appartement,2000000.0,Tanja Balia,110,3.0,2.0
Appartement,750000.0,Ben Dibane,60,2.0,1.0
Appartement,470000.0,Mesnana,150,3.0,2.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,300000.0,Mesnana,52,2.0,1.0
Appartement,450000.0,Tanja Balia,56,2.0,1.0
Appartement,960000.0,Val Fleuri,98,2.0,1.0
Appartement,400000.0,Moujahidine,58,2.0,1.0
Appartement,650000.0,Ahlane,90,2.0,1.0
Appartement,450000.0,Tanja Balia,56,2.0,1.0
Appartement,950000.0,Casabarata,52,2.0,1.0
Appartement,1600000.0,Souani,82,2.0,1.0
Appartement,560000.0,Ahlane,100,2.0,1.0
Appartement,300000.0,Mesnana,52,2.0,1.0
Appartement,450000.0,Tanja Balia,58,2.0,1.0
Appartement,550000.0,Mghogha,100,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,350000.0,Tanja Balia,50,2.0,1.0
Appartement,430000.0,Tanja Balia,150,3.0,2.0
Appartement,350000.0,Mghogha,50,2.0,1.0
Appartement,450000.0,Tanja Balia,58,2.0,1.0
Appartement,450000.0,Tanja Balia,59,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,334000.0,Achakar,60,2.0,1.0
Appartement,690000.0,Val Fleuri,200,3.0,2.0
Appartement,450000.0,Tanja Balia,58,2.0,1.0
Appartement,340000.0,Achakar,51,2.0,1.0
Appartement,3800000.0,Castilla,10,2.0,1.0
Appartement,3800000.0,Castilla,50,2.0,1.0
Appartement,450000.0,Tanja Balia,58,2.0,1.0
Appartement,300000.0,Mesnana,54,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,300000.0,Mesnana,54,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,300000.0,Mesnana,54,2.0,1.0
Appartement,860000.0,Mesnana,62,2.0,1.0
Appartement,300000.0,Mesnana,52,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,2300000.0,Mesnana,104,3.0,2.0
Appartement,300000.0,Mesnana,52,2.0,1.0
Appartement,1200000.0,Mghogha,108,3.0,2.0
Appartement,300000.0,Mesnana,52,2.0,1.0
Appartement,300000.0,Mesnana,52,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,690000.0,Jirrari,75,2.0,1.0
Appartement,350000.0,Achakar,55,2.0,1.0
Appartement,630000.0,Moujahidine,78,2.0,1.0
Appartement,799000.0,Mghogha,100,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,210000.0,Mghogha,50,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,300000.0,Mesnana,52,2.0,1.0
Appartement,760000.0,Mesnana,100,2.0,1.0
Appartement,300000.0,Mesnana,52,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,300000.0,Mesnana,52,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,860000.0,Mesnana,62,2.0,1.0
Appartement,310000.0,Mesnana,52,2.0,1.0
Appartement,310000.0,Mesnana,52,2.0,1.0
Appartement,470000.0,Achakar,53,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,980000.0,Val Fleuri,100,2.0,1.0
Appartement,350000.0,Achakar,52,2.0,1.0
Appartement,2200000.0,Malabata,120,3.0,2.0
Appartement,750000.0,Moujahidine,150,3.0,2.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,300000.0,Mesnana,52,2.0,1.0
Appartement,800000.0,Val Fleuri,80,2.0,1.0
Appartement,800000.0,Marchane,75,2.0,1.0
Appartement,800000.0,Val Fleuri,200,3.0,2.0
Appartement,555000.0,Mesnana,150,3.0,2.0
Appartement,440000.0,Tanja Balia,100,2.0,1.0
Appartement,340000.0,El Mers 1,50,2.0,1.0
Appartement,310000.0,Mesnana,52,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,310000.0,Mesnana,52,2.0,1.0
Appartement,250000.0,Achakar,60,2.0,1.0
Appartement,420000.0,Val Fleuri,100,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,310000.0,Mesnana,52,2.0,1.0
Appartement,480000.0,Moujahidine,150,3.0,2.0
Appartement,680000.0,Ahlane,200,3.0,2.0
Appartement,310000.0,Mesnana,52,2.0,1.0
Appartement,650000.0,Mghogha,150,3.0,2.0
Appartement,850000.0,Souani,110,3.0,2.0
Appartement,1900000.0,Branes 1,200,3.0,2.0
Appartement,310000.0,Mesnana,52,2.0,1.0
Appartement,310000.0,Mesnana,52,2.0,1.0
Appartement,990000.0,Malabata,200,3.0,2.0
Villa,4000000.0,Val Fleuri,170,4.0,3.0
Appartement,2200000.0,Jirrari,120,3.0,2.0
Appartement,660000.0,Tanja Balia,66,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,660000.0,Tanja Balia,66,2.0,1.0
Appartement,320000.0,Mesnana,52,2.0,1.0
Appartement,550000.0,Ahlane,57,2.0,1.0
Appartement,495000.0,Ahlane,100,2.0,1.0
Appartement,700000.0,Mesnana,89,2.0,1.0
Appartement,2500000.0,Ahlane,130,3.0,2.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,320000.0,Mesnana,52,2.0,1.0
Appartement,2900000.0,Mghogha,62,2.0,1.0
Appartement,590000.0,Achakar,100,2.0,1.0
Appartement,320000.0,Mesnana,52,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,450000.0,Casabarata,76,2.0,1.0
Appartement,960000.0,Tanja Balia,96,2.0,1.0
Appartement,660000.0,Tanja Balia,66,2.0,1.0
Appartement,870000.0,Casabarata,32,2.0,1.0
Appartement,1050000.0,Branes 2,108,3.0,2.0
Appartement,370000.0,Tanja Balia,1,2.0,1.0
Appartement,310000.0,Mesnana,52,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,1280000.0,Branes 1,150,3.0,2.0
Appartement,3500000.0,Achakar,53,2.0,1.0
Appartement,300000.0,Mghogha,57,2.0,1.0
Appartement,320000.0,Mesnana,52,2.0,1.0
Appartement,200000.0,Achakar,50,2.0,1.0
Appartement,360000.0,Tanja Balia,55,2.0,1.0
Appartement,280000.0,M'Nar,57,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,310000.0,Tanja Balia,70,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,1300000.0,Branes 2,200,3.0,2.0
Appartement,480000.0,Tanja Balia,56,2.0,1.0
Appartement,320000.0,Mesnana,52,2.0,1.0
Appartement,570000.0,Val Fleuri,100,2.0,1.0
Appartement,550000.0,Mesnana,64,2.0,1.0
Appartement,580000.0,Mesnana,100,2.0,1.0
Appartement,180000.0,Achakar,50,2.0,1.0
Appartement,380000.0,Mesnana,1,2.0,1.0
Appartement,320000.0,Mesnana,52,2.0,1.0
Appartement,320000.0,Mesnana,52,2.0,1.0
Appartement,1450000.0,Ahlane,200,3.0,2.0
Appartement,850000.0,El Mers 2,77,2.0,1.0
Appartement,680000.0,Tanja Balia,68,2.0,1.0
Appartement,560000.0,Mesnana,64,2.0,1.0
Appartement,790000.0,Tanja Balia,1,2.0,1.0
Appartement,2300000.0,Iberie,131,3.0,2.0
Appartement,600000.0,Ahlane,70,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,320000.0,Mesnana,52,2.0,1.0
Appartement,870000.0,Mesnana,86,2.0,1.0
Appartement,320000.0,Mesnana,52,2.0,1.0
Appartement,340000.0,Mesnana,51,2.0,1.0
Appartement,560000.0,Mesnana,64,2.0,1.0
Appartement,680000.0,Tanja Balia,68,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,320000.0,Mesnana,52,2.0,1.0
Appartement,2300000.0,Mesnana,130,3.0,2.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,550000.0,Tanja Balia,100,2.0,1.0
Appartement,1550000.0,Mesnana,130,3.0,2.0
Appartement,320000.0,Mesnana,52,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,800000.0,Mesnana,55,2.0,1.0
Appartement,850000.0,Casabarata,50,2.0,1.0
Appartement,300000.0,Achakar,50,2.0,1.0
Appartement,1570000.0,Malabata,87,2.0,1.0
Appartement,320000.0,Mesnana,52,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Villa,1700000.0,Achakar,200,4.0,3.0
Appartement,1450000.0,Val Fleuri,117,3.0,2.0
Appartement,280000.0,Souani,42,2.0,1.0
Appartement,680000.0,Tanja Balia,68,2.0,1.0
Appartement,560000.0,Mesnana,64,2.0,1.0
Appartement,700000.0,Mesnana,50,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,800000.0,Val Fleuri,3,2.0,1.0
Appartement,350000.0,Mesnana,52,2.0,1.0
Appartement,1500000.0,Malabata,110,3.0,2.0
Appartement,310000.0,Moujahidine,57,2.0,1.0
Appartement,1400000.0,Mesnana,130,3.0,2.0
Appartement,850000.0,Moujahidine,130,3.0,2.0
Appartement,1700000.0,Casabarata,100,2.0,1.0
Appartement,250000.0,El Mers 2,70,2.0,1.0
Appartement,600000.0,Mghogha,57,2.0,1.0
Appartement,350000.0,Mesnana,52,2.0,1.0
Appartement,680000.0,Tanja Balia,68,2.0,1.0
Appartement,560000.0,Mesnana,64,2.0,1.0
Appartement,350000.0,Ben Dibane,40,2.0,1.0
Appartement,1100000.0,Val Fleuri,120,3.0,2.0
Appartement,650000.0,Tanja Balia,81,2.0,1.0
Appartement,450000.0,Mesnana,150,3.0,2.0
Appartement,1200000.0,Malabata,76,2.0,1.0
Appartement,700000.0,Tanja Balia,57,2.0,1.0
Appartement,600000.0,Ahlane,80,2.0,1.0
Appartement,1380000.0,Tanja Balia,131,3.0,2.0
Appartement,850000.0,Moujahidine,130,3.0,2.0
Appartement,440000.0,Mesnana,100,2.0,1.0
Appartement,560000.0,Mesnana,64,2.0,1.0
Appartement,350000.0,Mesnana,52,2.0,1.0
Appartement,680000.0,Tanja Balia,68,2.0,1.0
Appartement,220000.0,Mghogha,60,2.0,1.0
Appartement,750000.0,Mesnana,88,2.0,1.0
Appartement,1300000.0,Ahlane,200,3.0,2.0
Appartement,2300000.0,Malabata,200,3.0,2.0
Appartement,500000.0,Mghogha,55,2.0,1.0
Appartement,720000.0,Ahlane,200,3.0,2.0
Appartement,420000.0,Moujahidine,100,2.0,1.0
Appartement,680000.0,Tanja Balia,68,2.0,1.0
Appartement,350000.0,Mesnana,52,2.0,1.0
Appartement,310000.0,Achakar,65,2.0,1.0
Appartement,900000.0,Moujahidine,150,3.0,2.0
Appartement,1530000.0,Val Fleuri,180,3.0,2.0
Appartement,2400000.0,Jirrari,100,2.0,1.0
Appartement,680000.0,Tanja Balia,68,2.0,1.0
Appartement,730000.0,Moujahidine,78,2.0,1.0
Appartement,2000000.0,M'Nar,100,2.0,1.0
Appartement,1750000.0,Ahlane,106,3.0,2.0
Appartement,460000.0,Tanja Balia,65,2.0,1.0
Appartement,1750000.0,Tanja Balia,77,2.0,1.0
Appartement,840000.0,Casabarata,125,3.0,2.0
Appartement,310000.0,Moujahidine,57,2.0,1.0
Appartement,900000.0,Moujahidine,120,3.0,2.0
Appartement,430000.0,Tanja Balia,55,2.0,1.0
Appartement,680000.0,Tanja Balia,68,2.0,1.0
Appartement,680000.0,Tanja Balia,68,2.0,1.0
Appartement,680000.0,Mesnana,120,3.0,2.0
Appartement,380000.0,Mghogha,65,2.0,1.0
Appartement,580000.0,Mesnana,120,3.0,2.0
Appartement,360000.0,Mesnana,100,2.0,1.0
Appartement,850000.0,Ahlane,94,2.0,1.0
Appartement,750000.0,Benkirane,153,3.0,2.0
Appartement,680000.0,Tanja Balia,81,2.0,1.0
Appartement,570000.0,Ahlane,70,2.0,1.0
Appartement,390000.0,Achakar,100,2.0,1.0
Appartement,1650000.0,Malabata,200,3.0,2.0
Appartement,380000.0,Moujahidine,5,2.0,1.0
Appartement,350000.0,Mesnana,52,2.0,1.0
Appartement,460000.0,Tanja Balia,65,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,620000.0,Mesnana,60,2.0,1.0
Appartement,650000.0,Moujahidine,150,3.0,2.0
Appartement,820000.0,Iberie,69,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,1300000.0,Ahlane,77,2.0,1.0
Villa,630000.0,Mesnana,50,3.0,2.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,340000.0,Mesnana,55,2.0,1.0
Appartement,250000.0,Achakar,55,2.0,1.0
Appartement,560000.0,Mesnana,64,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,570000.0,Tanja Balia,68,2.0,1.0
Appartement,350000.0,Mesnana,52,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,570000.0,Tanja Balia,73,2.0,1.0
Appartement,700000.0,Ahlane,85,2.0,1.0
Appartement,800000.0,Branes 2,100,2.0,1.0
Appartement,750000.0,Jirrari,72,2.0,1.0
Appartement,430000.0,Tanja Balia,59,2.0,1.0
Appartement,2950000.0,Ahlane,116,3.0,2.0
Appartement,1200000.0,Moujahidine,98,2.0,1.0
Appartement,500000.0,Mghogha,51,2.0,1.0
Appartement,690000.0,Val Fleuri,100,2.0,1.0
Appartement,1850000.0,Moulay Youssef,170,3.0,2.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,790000.0,Branes 2,100,2.0,1.0
Appartement,290000.0,Tanja Balia,50,2.0,1.0
Appartement,310000.0,Moujahidine,55,2.0,1.0
Appartement,300000.0,Tanja Balia,57,2.0,1.0
Appartement,900000.0,Mesnana,150,3.0,2.0
Appartement,490000.0,Mghogha,150,3.0,2.0
Appartement,200000.0,Ben Dibane,50,2.0,1.0
Appartement,650000.0,Val Fleuri,199,3.0,2.0
Appartement,1080000.0,Achakar,90,2.0,1.0
Appartement,1500000.0,Branes 1,200,3.0,2.0
Appartement,2850000.0,Malabata,136,3.0,2.0
Appartement,310000.0,Moujahidine,55,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,240000.0,Mghogha,56,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,650000.0,Val Fleuri,100,2.0,1.0
Appartement,270000.0,Achakar,50,2.0,1.0
Appartement,480000.0,Val Fleuri,53,2.0,1.0
Appartement,1300000.0,Malabata,67,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,1300000.0,Malabata,65,2.0,1.0
Appartement,900000.0,Iberie,120,3.0,2.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,350000.0,Mesnana,52,2.0,1.0
Appartement,570000.0,Tanja Balia,73,2.0,1.0
Appartement,800000.0,Ahlane,75,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,310000.0,Moujahidine,57,2.0,1.0
Appartement,300000.0,Tanja Balia,57,2.0,1.0
Appartement,830000.0,Souani,122,3.0,2.0
Appartement,2700000.0,Moujahidine,104,3.0,2.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,570000.0,Tanja Balia,68,2.0,1.0
Appartement,350000.0,Mesnana,52,2.0,1.0
Appartement,340000.0,Achakar,54,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,470000.0,Mesnana,60,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,320000.0,Achakar,66,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,440000.0,Tanja Balia,60,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,280000.0,Achakar,1,2.0,1.0
Appartement,3500000.0,Tanja Balia,2,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,750000.0,Tanja Balia,73,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,820000.0,Ahlane,150,3.0,2.0
Appartement,275000.0,Mghogha,56,2.0,1.0
Appartement,350000.0,Mesnana,54,2.0,1.0
Appartement,570000.0,Tanja Balia,68,2.0,1.0
Appartement,350000.0,Mesnana,52,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,850000.0,Drissia,82,2.0,1.0
Appartement,430000.0,Tanja Balia,59,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,1267500.0,Mesnana,115,3.0,2.0
Appartement,1270000.0,Mesnana,115,3.0,2.0
Appartement,880000.0,Ben Dibane,127,3.0,2.0
Appartement,350000.0,Achakar,2,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,560000.0,Mesnana,63,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Villa,1750000.0,Ben Dibane,140,3.0,2.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,1700000.0,Tanja Balia,98,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,2950000.0,Branes 2,4,2.0,1.0
Appartement,430000.0,Tanja Balia,59,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,450000.0,Tanja Balia,60,2.0,1.0
Appartement,600000.0,Benkirane,75,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,570000.0,Tanja Balia,68,2.0,1.0
Appartement,200000.0,Mghogha,50,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,800000.0,Benkirane,100,2.0,1.0
Appartement,300000.0,Tanja Balia,57,2.0,1.0
Appartement,350000.0,Mesnana,53,2.0,1.0
Appartement,560000.0,Mesnana,64,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,680000.0,Tanja Balia,81,2.0,1.0
Appartement,380000.0,Tanja Balia,2,2.0,1.0
Appartement,570000.0,Tanja Balia,68,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,543100.0,Mghogha,58,2.0,1.0
Appartement,260000.0,Mghogha,50,2.0,1.0
Appartement,800000.0,Benkirane,100,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,2800000.0,Ahlane,111,3.0,2.0
Appartement,850000.0,Moulay Youssef,85,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,480000.0,Mesnana,150,3.0,2.0
Appartement,140000.0,Achakar,58,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,903000.0,Moujahidine,200,3.0,2.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,320000.0,Achakar,66,2.0,1.0
Appartement,530000.0,Moujahidine,100,2.0,1.0
Appartement,450000.0,Achakar,100,2.0,1.0
Appartement,570000.0,Tanja Balia,73,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,580000.0,Ben Dibane,100,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,850000.0,Tanja Balia,108,3.0,2.0
Appartement,640000.0,Tanja Balia,150,3.0,2.0
Appartement,300000.0,Mghogha,52,2.0,1.0
Appartement,400000.0,Mghogha,100,2.0,1.0
Appartement,700000.0,Mesnana,100,2.0,1.0
Appartement,1600000.0,Branes 1,200,3.0,2.0
Appartement,780000.0,Mesnana,8,2.0,1.0
Appartement,570000.0,Tanja Balia,73,2.0,1.0
Appartement,430000.0,Tanja Balia,59,2.0,1.0
Appartement,780000.0,Mesnana,8,2.0,1.0
Appartement,430000.0,Tanja Balia,59,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,2440000.0,Branes 1,197,3.0,2.0
Appartement,570000.0,Tanja Balia,68,2.0,1.0
Appartement,690000.0,Tanja Balia,81,2.0,1.0
Appartement,600000.0,Tanja Balia,50,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,690000.0,Tanja Balia,81,2.0,1.0
Appartement,570000.0,Tanja Balia,68,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,2800000.0,Mesnana,110,3.0,2.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,570000.0,Tanja Balia,68,2.0,1.0
Appartement,280000.0,Jirrari,50,2.0,1.0
Appartement,1100000.0,Val Fleuri,83,2.0,1.0
Appartement,300000.0,Achakar,56,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,570000.0,Tanja Balia,68,2.0,1.0
Appartement,4000000.0,Moujahidine,51,2.0,1.0
Appartement,600000.0,Ben Dibane,110,3.0,2.0
Appartement,750000.0,Mesnana,150,3.0,2.0
Appartement,1550000.0,Mesnana,90,2.0,1.0
Appartement,990000.0,Moujahidine,102,3.0,2.0
Villa,900000.0,Mghogha,60,3.0,2.0
Appartement,310000.0,Moujahidine,57,2.0,1.0
Appartement,550000.0,Mesnana,82,2.0,1.0
Appartement,180000.0,Branes 2,148,3.0,2.0
Appartement,290000.0,Achakar,55,2.0,1.0
Appartement,430000.0,Tanja Balia,59,2.0,1.0
Appartement,570000.0,Tanja Balia,68,2.0,1.0
Appartement,280000.0,Moujahidine,200,3.0,2.0
Appartement,850000.0,Moujahidine,150,3.0,2.0
Villa,550000.0,Branes 2,135,3.0,2.0
Appartement,1400000.0,Ahlane,134,3.0,2.0
Appartement,900000.0,Mghogha,4,2.0,1.0
Appartement,490000.0,Mesnana,53,2.0,1.0
Appartement,470000.0,Ahlane,60,2.0,1.0
Appartement,830000.0,Souani,122,3.0,2.0
Appartement,1200000.0,Moujahidine,77,2.0,1.0
Appartement,750000.0,Mesnana,120,3.0,2.0
Appartement,850000.0,Mghogha,90,2.0,1.0
Appartement,250000.0,Mghogha,55,2.0,1.0
Appartement,570000.0,Tanja Balia,68,2.0,1.0
Appartement,580000.0,Ahlane,77,2.0,1.0
Appartement,800000.0,Mesnana,100,2.0,1.0
Appartement,1200000.0,Mesnana,150,3.0,2.0
Appartement,950000.0,Castilla,200,3.0,2.0
Appartement,950000.0,Ahlane,92,2.0,1.0
Appartement,950000.0,Mesnana,200,3.0,2.0
Appartement,900000.0,Moulay Youssef,2,2.0,1.0
Appartement,450000.0,Mghogha,77,2.0,1.0
Appartement,3200000.0,Malabata,180,3.0,2.0
Appartement,490000.0,Mesnana,53,2.0,1.0
Villa,1200000.0,Souani,95,3.0,2.0
Appartement,500000.0,Achakar,60,2.0,1.0
Appartement,680000.0,Mesnana,120,3.0,2.0
Appartement,850000.0,El Mers 2,60,2.0,1.0
Villa,2000000.0,Branes 1,100,3.0,2.0
Appartement,300000.0,Mesnana,100,2.0,1.0
Villa,3500000.0,Castilla,200,4.0,3.0
Appartement,280000.0,Achakar,55,2.0,1.0
Appartement,650000.0,Mesnana,100,2.0,1.0
Appartement,420000.0,Val Fleuri,52,2.0,1.0
Appartement,670000.0,Ahlane,100,2.0,1.0
Villa,1400000.0,Jirrari,90,3.0,2.0
Appartement,850000.0,Val Fleuri,80,2.0,1.0
Villa,340000.0,Al Kasaba,47,3.0,2.0
Appartement,665000.0,Tanja Balia,150,3.0,2.0
Appartement,680000.0,Mesnana,120,3.0,2.0
Appartement,440000.0,Moujahidine,57,2.0,1.0
Appartement,540000.0,Val Fleuri,60,2.0,1.0
Appartement,700000.0,Ahlane,200,3.0,2.0
Villa,2500000.0,Ben Dibane,96,3.0,2.0
Appartement,430000.0,Moujahidine,150,3.0,2.0
Appartement,650000.0,Mghogha,70,2.0,1.0
Appartement,1800000.0,Moulay Youssef,200,3.0,2.0
Appartement,430000.0,Tanja Balia,4,2.0,1.0
Appartement,570000.0,Tanja Balia,1,2.0,1.0
Appartement,750000.0,Tanja Balia,1,2.0,1.0
Villa,650000.0,Mesnana,55,3.0,2.0
Villa,1500000.0,Jirrari,100,3.0,2.0
Appartement,330000.0,Tanja Balia,50,2.0,1.0
Appartement,860000.0,Jirrari,150,3.0,2.0
Villa,2000000.0,Drissia,100,3.0,2.0
Appartement,2400000.0,Iberie,170,3.0,2.0
Appartement,350000.0,Moujahidine,56,2.0,1.0
Villa,2800000.0,Mesnana,102,3.0,2.0
Appartement,800000.0,Moujahidine,90,2.0,1.0
Villa,2900000.0,Achakar,160,4.0,3.0
Appartement,2200000.0,Malabata,125,3.0,2.0
Appartement,550000.0,Mesnana,150,3.0,2.0
Appartement,725000.0,Val Fleuri,200,3.0,2.0
Appartement,500000.0,Val Fleuri,52,2.0,1.0
Appartement,338000.0,Mesnana,100,2.0,1.0
Appartement,800000.0,Tanja Balia,95,2.0,1.0
Villa,1200000.0,Ben Dibane,60,3.0,2.0
Appartement,720000.0,Souani,130,3.0,2.0
Appartement,2150000.0,Iberie,200,3.0,2.0
Appartement,570000.0,Val Fleuri,200,3.0,2.0
Villa,3500000.0,Achakar,216,4.0,3.0
Appartement,300000.0,El Mers 1,1,2.0,1.0
Appartement,750000.0,Val Fleuri,3,2.0,1.0
Appartement,450000.0,Moujahidine,60,2.0,1.0
Appartement,2000000.0,Malabata,1,2.0,1.0
Appartement,690000.0,Mesnana,82,2.0,1.0
Appartement,560000.0,Ahlane,85,2.0,1.0
Appartement,1800000.0,Marchane,130,3.0,2.0
Appartement,300000.0,Tanja Balia,58,2.0,1.0
Appartement,900000.0,Val Fleuri,92,2.0,1.0
Appartement,650000.0,Casabarata,45,2.0,1.0
Appartement,350000.0,Mesnana,125,3.0,2.0
Appartement,850000.0,Mesnana,105,3.0,2.0
Appartement,250000.0,Mghogha,55,2.0,1.0
Appartement,890000.0,Val Fleuri,2,2.0,1.0
